,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
1353,132446724,517370,INCAP,INCAP,0.0,,0.0,0.01,1,EQ,BSE,BSE
1354,132447236,517372,GUJINTRX,GUJARAT INTRUX,0.0,,0.0,0.05,1,EQ,BSE,BSE
1355,132449284,517380,IGARASHI,IGARASHI MOTORS INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
1356,132450564,517385,SYMPHONY,SYMPHONY,0.0,,0.0,0.05,1,EQ,BSE,BSE
1357,132452612,517393,VINTRON,VINTRON INFORMATICS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1358,132453636,517397,PANELEC,PAN ELECTRONICS INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
1359,132454148,517399,VXLINSTR,VXL INSTRUMENTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1360,132457220,517411,SHYAMTEL,SHYAM TELECOM,0.0,,0.0,0.01,1,EQ,BSE,BSE
1361,132458244,517415,LEENEE,LEE & NEE SOFTWARES (EXPORTS),0.0,,0.0,0.01,1,EQ,BSE,BSE
1362,132458756,517417,PATELSAI,PATELS AIRTEMP (INDIA),0.0,,0.0,0.05,1,EQ,BSE,BSE
1363,132459780,517421,BUTTERFLY,BUTTERFLY GANDHIMATHI APPLIANC,0.0,,0.0,0.05,1,EQ,BSE,BSE
1364,132460292,517423,INTEGSW,INTEGRA SWITCHGEAR,0.0,,0.0,0.01,1,EQ,BSE,BSE
1365,132461828,517429,ATHENAGLO,ATHENA GLOBAL TECHNOLOGIES LIM,0.0,,0.0,0.01,1,EQ,BSE,BSE
1366,132462340,517431,NARMP,NARMADA MACPLAST DRIP IRRIGATI,0.0,,0.0,0.05,1,EQ,BSE,BSE
1367,132463876,517437,DUTRON,DUTRON POLYMERS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1368,132466436,517447,RSSOFTWARE,R.S.SOFTWARE INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
1369,132466948,517449,MAGNAELQ,MAGNA ELECTRO CASTINGS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1370,132471556,517467,MARSONS,MARSONS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1371,132474116,517477,ELNET,ELNET TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1372,132478468,517494,ACCEL,ACCEL,0.0,,0.0,0.01,1,EQ,BSE,BSE
1373,132479492,517498,WEBELSOLAR,WEBSOL ENERGY SYSTEM,0.0,,0.0,0.05,1,EQ,BSE,BSE
1374,132480004,517500,ROTO,ROTO PUMPS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1375,132481540,517506,TTKPRESTIG,TTK PRESTIGE,0.0,,0.0,0.05,1,EQ,BSE,BSE
1376,132483588,517514,DHINDIA,D&H INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
1377,132485636,517522,RAJRATAN,RAJRATAN GLOBAL WIRE,0.0,,0.0,0.05,1,EQ,BSE,BSE
1378,132487684,517530,SURANAT&P,SURANA TELECOM AND POWER LIMIT,0.0,,0.0,0.01,1,EQ,BSE,BSE
1379,132489220,517536,ONWARDTEC,ONWARD TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1380,132491268,517544,CENTUM,CENTUM ELECTRONICS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1381,132491780,517546,ALFATRAN,ALFA TRANSFORMERS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1382,132493828,517554,NHCFOODS,NHC FOODS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1383,132494340,517556,PVP,PVP VENTURES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1384,132495876,517562,TRIGYN,TRIGYN TECHNOLOGIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1385,132496388,517564,CLENON,CLENON ENTERPRISES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1386,132497668,517569,KEI,KEI INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1387,132610820,518011,KEERTHI,KEERTHI INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1388,132621572,518053,SRICC,SRI CHAKRA CEMENT ,0.0,,0.0,0.01,1,EQ,BSE,BSE
1389,132627204,518075,SURAJ,SURAJ PRODUCTS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1390,132631300,518091,APCL,ANJANI PORTLAND CEMENT,0.0,,0.0,0.05,1,EQ,BSE,BSE
1391,132864772,519003,MODINATUR,MODI NATURALS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1392,132867588,519014,PRSNTIN,PRASHANT INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
1393,132871940,519031,SHAHFOOD,SHAH FOODS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1394,132880388,519064,ZKHANDEN,KHANDELWAL EXTRACTION,0.0,,0.0,0.01,1,EQ,BSE,BSE
1395,132887300,519091,TASTYBITE,TASTY BITE EATABLES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1396,132888836,519097,RITESHIN,RITESH INTERNATIONAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
1397,132890884,519105,AVTNPL,AVT NATURAL PRODUCTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1398,132896260,519126,HNDFDS,HINDUSTAN FOODS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1399,132898820,519136,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES L,0.0,,0.0,0.05,1,EQ,BSE,BSE
1400,132902916,519152,VADILENT,VADILAL ENTERPRISES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1401,132903940,519156,VADILALIND,VADILAL INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1402,132908548,519174,ASHAI,ASHIANA AGRO INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1403,132910852,519183,ADFFOODS,ADF FOODS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1404,132912900,519191,RGRL,RETRO GREEN REVOLUTION ,0.0,,0.0,0.01,1,EQ,BSE,BSE
1405,132918788,519214,WILLIMFI,WILLIAMSON FINANCIAL SERVICES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1406,132919300,519216,AJANTSOY,AJANTA SOYA,0.0,,0.0,0.01,1,EQ,BSE,BSE
1407,132921348,519224,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY,0.0,,0.0,0.01,1,EQ,BSE,BSE
1408,132922884,519230,KISAAN,KISAAN PARIVAR INDUSTRIES LIMI,0.0,,0.0,0.01,1,EQ,BSE,BSE
1409,132923908,519234,SIEL,SUPERIOR INDUSTRIAL ENTERPRISE,0.0,,0.0,0.01,1,EQ,BSE,BSE
1410,132924932,519238,SPTRSHI,SAPTARISHI AGRO INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1411,132925956,519242,SRDAPRT,SARDA PROTEINS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1412,132930564,519260,SANWARIA,SANWARIA CONSUMER,0.0,,0.0,0.01,1,EQ,BSE,BSE
1413,132931076,519262,PRIMAGR,PRIMA AGRO,0.0,,0.0,0.01,1,EQ,BSE,BSE
1414,132935428,519279,MADHURIND,MADHUR INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1415,132936964,519285,TARAI,TARAI FOODS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1416,132937476,519287,MODAIRY,MODERN DAIRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1417,132939524,519295,BAMBINO,BAMBINO AGRO INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1418,132940548,519299,PRIMIND,PRIME INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1419,132942596,519307,VIKASWSP,VIKAS WSP,0.0,,0.0,0.01,1,EQ,BSE,BSE
1420,132948740,519331,VSFPROJ,VSF PROJECTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1421,132954372,519353,BANSTEA,BANSISONS TEA INDUSTRIES,0.0,,0.0,0.01,100,EQ,BSE,BSE
1422,132955908,519359,POONADAL,POONA DAL & OIL INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1423,132957956,519367,TRANSFD,TRANSGLOBE FOODS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1424,132962052,519383,ANIKINDS,ANIK INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1425,132965636,519397,SHINDL,SHARAT INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1426,132969732,519413,DATIWARE,DATIWARE MARITIME INFRA LIMITE,0.0,,0.0,0.01,100,EQ,BSE,BSE
1427,132970244,519415,KMGMILK,KMG MILK FOOD,0.0,,0.0,0.01,100,EQ,BSE,BSE
1428,132971780,519421,KSE,KSE,0.0,,0.0,0.05,1,EQ,BSE,BSE
1429,132976388,519439,PIONAGR,PIONEER AGRO EXTRACTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1430,132980484,519455,NARBADA,NARBADA GEMS AND JEWELLERY,0.0,,0.0,0.01,1,EQ,BSE,BSE
1431,132980996,519457,VIRATCRA,VIRAT CRANE INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1432,132982532,519463,IBINFO,IB INFOTECH ENTERPRISES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1433,132984580,519471,AMBARPIL,AMBAR PROTEIN INDUSTRIES LIMIT,0.0,,0.0,0.05,1,EQ,BSE,BSE
1434,132985604,519475,CHORDIA,CHORDIA FOOD PRODUCTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1435,132986116,519477,CIANAGRO,CIAN AGRO IND & INFRA,0.0,,0.0,0.05,1,EQ,BSE,BSE
1436,132986628,519479,OMEAG,OMEGA AG-SEEDS (PUNJAB),0.0,,0.0,0.01,1,EQ,BSE,BSE
1437,132987652,519483,TAIIND,TAI INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1438,132990468,519494,NKIND,N.K.INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1439,132992004,519500,BKV,BKV INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1440,132993540,519506,NCCBLUE,NCC BLUE WATER PRODUCTS,0.0,,0.0,0.01,100,EQ,BSE,BSE
1441,132999172,519528,NORBTEAEXP,NORBEN TEA & EXPORTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1442,133000196,519532,ASIANTNE,ASIAN TEA & EXPORTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1443,133005316,519552,HERITGFOOD,HERITAGE FOODS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1444,133008900,519566,SIMRAN,SIMRAN FARMS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1445,133010948,519574,HINDUST,HINDUSTAN AGRIGENETICS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1446,133017604,519600,CCL,CCL PRODUCTS (INDIA),0.0,,0.0,0.05,1,EQ,BSE,BSE
1447,133018116,519602,KELLTONTEC,KELLTON TECH SOLUTIONS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1448,133018628,519604,SURFI,SURYO FOODS & INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1449,133019140,519606,INTEGFD,INTEGRATED PROTEINS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1450,133020676,519612,LAKESHORE,LAKE SHORE REALTY,0.0,,0.0,0.01,1,EQ,BSE,BSE
1451,133122052,520008,RICOAUTO,RICO AUTO INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1452,133125380,520021,OMAXAUTO,OMAX AUTOS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1453,133131012,520043,MUNJALSHOW,MUNJAL SHOWA,0.0,,0.0,0.05,1,EQ,BSE,BSE
1454,133133060,520051,JAMNAAUTO,JAMNA AUTO INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1455,133134340,520056,TVSHLTD,TVS HOLDINGS ,0.0,,0.0,0.05,1,EQ,BSE,BSE
1456,133134596,520057,JTEKTINDIA,JTEKT INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
1457,133135108,520059,MUNJALAU,MUNJAL AUTO INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1458,133136900,520066,JAYBARMARU,JAY BHARAT MARUTI,0.0,,0.0,0.01,1,EQ,BSE,BSE
1459,133138692,520073,RACLGEAR,RACL GEARTECH ,0.0,,0.0,0.05,1,EQ,BSE,BSE
1460,133139204,520075,SAMKRG,SAMKRG PISTONS & RINGS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1461,133140740,520081,ECSTSTL,EAST COAST STEEL,0.0,,0.0,0.01,100,EQ,BSE,BSE
1462,133142020,520086,SICALLOG,SICAL LOGISTICS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1463,133148420,520111,RATNAMANI,RATNAMANI METALS & TUBES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1464,133148932,520113,VESUVIUS,VESUVIUS INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
1465,133150468,520119,ASAL,AUTOMOTIVE STAMPINGS & ASSEMBL,0.0,,0.0,0.05,1,EQ,BSE,BSE
1466,133150980,520121,ARCEEIN,ARCEE INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1467,133151492,520123,ABCINDQ,ABC INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
1468,133152516,520127,BALTE,BALURGHAT TECHNOLOGIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1469,133153540,520131,COARO,COASTAL ROADWAYS,0.0,,0.0,0.01,100,EQ,BSE,BSE
1470,133156100,520141,SIBARAUT,SIBAR AUTO PARTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1471,133158660,520151,TRANSWORLD,TRANSWORLD SHIPPING LINES LIMI,0.0,,0.0,0.05,1,EQ,BSE,BSE
1472,133159684,520155,STARLOG,STARLOG ENTERPRISES ,0.0,,0.0,0.01,1,EQ,BSE,BSE
1473,133376772,521003,SHVSUIT,SHIVA SUITINGS,0.0,,0.0,0.01,100,EQ,BSE,BSE
1474,133377284,521005,TITANIN,TITAN INTECH,0.0,,0.0,0.01,1,EQ,BSE,BSE
1475,133379588,521014,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS L,0.0,,0.0,0.01,1,EQ,BSE,BSE
1476,133380100,521016,ICIL,INDO COUNT INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1477,133380612,521018,MARALOVER,MARAL OVERSEAS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1478,133384708,521034,SOMATEX,SOMA TEXTILES & INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1479,133385220,521036,SOURCEIND,SOURCE INDUSTRIES (INDIA),0.0,,0.0,0.01,1,EQ,BSE,BSE
1480,133388292,521048,ADVLIFE,ADVANCE LIFESTYLES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1481,133389828,521054,KAKTEX,KAKATIYA TEXTILES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1482,133391876,521062,OCTAVE,PERFECT-OCTAVE MEDIA PROJECTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1483,133392388,521064,TRIDENT,TRIDENT,0.0,,0.0,0.01,1,EQ,BSE,BSE
1484,133393412,521068,HISARSP,HISAR SPINNING MILLS,0.0,,0.0,0.01,100,EQ,BSE,BSE
1485,133393924,521070,ALOKINDS,ALOK INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1486,133396484,521080,PASARI,PASARI SPINNING MILLS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1487,133400836,521097,AMARJOTHI,AMARJOTHI SPINNING MILLS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1488,133402884,521105,OLYMPTX,OLYMPIA INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1489,133403908,521109,NAGREEKEXP,NAGREEKA EXPORTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1490,133404932,521113,SUDTIND-B,SUDITI INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1491,133409540,521131,SBFL,SHREE BHAVYA FABRICS ,0.0,,0.0,0.01,1,EQ,BSE,BSE
1492,133410052,521133,GEMSPIN,GEM SPINNERS INDIA,0.0,,0.0,0.01,100,EQ,BSE,BSE
1493,133411076,521137,EUREKAI,EUREKA INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1494,133412100,521141,ADITYASP,ADITYA SPINNERS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1495,133414148,521149,PRIMEURB,PRIME URBAN DEVELOPMENT INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
1496,133414660,521151,DHANFAB,DHANLAXMI FABRICS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1497,133417220,521161,SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILE,0.0,,0.0,0.01,1,EQ,BSE,BSE
1498,133417732,521163,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,0.0,,0.0,0.05,1,EQ,BSE,BSE
1499,133421060,521176,GANGOTRI,GANGOTRI TEXTILES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1500,133421572,521178,SRMCL,SRI RAMAKRISHNA MILLS (COIMBAT,0.0,,0.0,0.01,1,EQ,BSE,BSE
1501,133422084,521180,SUPERSPIN,SUPER SPINNING MILLS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1502,133424132,521188,UNITEDTE,UNITED TEXTILES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1503,133425668,521194,SILINV,SIL INVESTMENTS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1504,133427204,521200,SURYALAXMI,SURYALAKSHMI COTTON MILLS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1505,133428740,521206,SAMTEX,SAMTEX FASHIONS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1506,133429764,521210,CITYMAN,CITYMAN,0.0,,0.0,0.01,1,EQ,BSE,BSE
1507,133431300,521216,DHANROTO,DHANALAXMI ROTO SPINNERS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1508,133432324,521220,DAMODARIND,DAMODAR INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1509,133432836,521222,SANBLUE,SANBLUE CORPORATION,0.0,,0.0,0.01,1,EQ,BSE,BSE
1510,133433860,521226,UNIROYAL,UNIROYAL INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1511,133434372,521228,TATIAGLOB,TATIA GLOBAL VENNTURE,0.0,,0.0,0.01,1,EQ,BSE,BSE
1512,133435396,521232,SUNILTX,SUNIL INDUSTRIES,0.0,,0.0,0.01,100,EQ,BSE,BSE
1513,133435908,521234,SRINACHA,SRI NACHAMMAI COTTON MILLS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1514,133436932,521238,BGDL,BHARAT GLOBAL DEVELOPERS LIMIT,0.0,,0.0,0.05,1,EQ,BSE,BSE
1515,133437444,521240,SAMBANDAM,SAMBANDAM SPINNING MILLS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1516,133437956,521242,KANDAGIRI,KANDAGIRI SPINNING MILLS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1517,133438468,521244,MKPMOB,MKP MOBILITY ,0.0,,0.0,0.05,1,EQ,BSE,BSE
1518,133438980,521246,PARASPETRO,PARAS PETROFILS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1519,133439492,521248,KITEX,KITEX GARMENTS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1520,133632260,522001,CRANEX,CRANEX,0.0,,0.0,0.01,1,EQ,BSE,BSE
1521,133633028,522004,BATLIBOI,BATLIBOI,0.0,,0.0,0.05,1,EQ,BSE,BSE
1522,133633284,522005,AUSTENG,AUSTIN ENGINEERING CO.LTD.,0.0,,0.0,0.05,1,EQ,BSE,BSE
1523,133635588,522014,UNIDT,UNITED DRILLING TOOLS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1524,133636356,522017,FLUIDOM,FLUIDOMAT,0.0,,0.0,0.05,1,EQ,BSE,BSE
1525,133638916,522027,EMAINDIA,EMA INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
1526,133639428,522029,WINDMACHIN,WINDSOR MACHINES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1527,133640708,522034,SHANTIGEAR,SHANTHI GEARS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1528,133641220,522036,MIVENMACH,MIVEN MACHINE TOOLS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1529,133648388,522064,HONDAPOWER,HONDA INDIA POWER PRODUCTS LIM,0.0,,0.0,0.05,1,EQ,BSE,BSE
1530,133650692,522073,HITECHGEAR,THE HI-TECH GEARS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1531,133650948,522074,ELGIEQUIP,ELGI EQUIPMENTS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1532,133655300,522091,UVDRHOR,UNITED VAN DER HORST,0.0,,0.0,0.05,1,EQ,BSE,BSE
1533,133657860,522101,KLBRENG-B,KILBURN ENGINEERING,0.0,,0.0,0.05,1,EQ,BSE,BSE
1534,133658884,522105,BIRLAPREC,BIRLA PRECISION TECHNOLOGIES L,0.0,,0.0,0.01,1,EQ,BSE,BSE
1535,133659652,522108,YUKEN,YUKEN INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
1536,133660932,522113,TIMKEN,TIMKEN INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
1537,133663236,522122,VOITHPAPR,VOITH PAPER FABRICS INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
1538,133666308,522134,ARTSON,ARTSON,0.0,,0.0,0.05,1,EQ,BSE,BSE
1539,133670916,522152,SOLIMAC,SOLITAIRE MACHINE TOOLS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1540,133673732,522163,DIACABS,DIAMOND POWER INFRASTRUCTURE L,0.0,,0.0,0.05,1,EQ,BSE,BSE
1541,133674244,522165,INDSILHYD,INDSIL HYDRO POWER AND MANGANE,0.0,,0.0,0.01,1,EQ,BSE,BSE
1542,133675780,522171,TMTIND-B1,TMT (INDIA),0.0,,0.0,0.01,1,EQ,BSE,BSE
1543,133678852,522183,ITL,ITL INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1544,133681924,522195,FRONTSP,FRONTIER SPRINGS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1545,133684484,522205,PRAJIND,PRAJ INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1546,133684996,522207,RASANDIK,RASANDIK ENGINEERING INDUSTRIE,0.0,,0.0,0.01,1,EQ,BSE,BSE
1547,133685508,522209,YOGISUNG,YOGI SUNG-WON (INDIA),0.0,,0.0,0.01,1,EQ,BSE,BSE
1548,133687044,522215,HLEGLAS,HLE GLASCOAT,0.0,,0.0,0.05,1,EQ,BSE,BSE
1549,133687556,522217,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1550,133690628,522229,TANAA,TANEJA AEROSPACE & AVIATION LT,0.0,,0.0,0.05,1,EQ,BSE,BSE
1551,133691140,522231,CONART,CONART ENGINEERS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1552,133692164,522235,MINALIND,MINAL INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1553,133692676,522237,SHIVAGR,SHIVAGRICO IMPLEMENTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1554,133693700,522241,MMFL,M.M.FORGINGS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1555,133694724,522245,IYKOTHITE,IYKOT HITECH TOOLROOM,0.0,,0.0,0.01,1,EQ,BSE,BSE
1556,133695748,522249,MAYURUNIQ,MAYUR UNIQUOTERS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1557,133696260,522251,CENLUB,CENLUB INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1558,133697796,522257,RAJOOENG,RAJOO ENGINEERS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1559,133698820,522261,DOLPHIN,DOLPHIN OFFSHORE ENTERPRISES (,0.0,,0.0,0.05,1,EQ,BSE,BSE
1560,133700356,522267,VJLAXMIE,VEEJAY LAKSHMI ENGINEERING WOR,0.0,,0.0,0.01,1,EQ,BSE,BSE
1561,133701892,522273,AHMDSTE,AHMEDABAD STEELCRAFT,0.0,,0.0,0.05,1,EQ,BSE,BSE
1562,133702404,522275,GVTD,GE VERNOVA T&D INDIA ,0.0,,0.0,0.05,1,EQ,BSE,BSE
1563,133703940,522281,RAMRAT,RAM RATNA WIRES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1564,133704964,522285,JAYNECOIND,JAYASWAL NECO INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1565,133705476,522287,KPIL,KALPATARU PROJECTS INTERNATION,0.0,,0.0,0.05,1,EQ,BSE,BSE
1566,133705988,522289,NMSRESRC,NMS RESOURCES GLOBAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
1567,133706756,522292,CANDOUR,CANDOUR TECHTEX,0.0,,0.0,0.01,1,EQ,BSE,BSE
1568,133707268,522294,TIGLOB,T & I GLOBAL,0.0,,0.0,0.05,1,EQ,BSE,BSE
1569,133707524,522295,CONTROLPR,CONTROL PRINT,0.0,,0.0,0.05,1,EQ,BSE,BSE
1570,133798404,522650,BEMHY,BEMCO HYDRAULICS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1571,133889796,523007,ANSALBU,ANSAL BUILDWELL,0.0,,0.0,0.05,1,EQ,BSE,BSE
1572,133890820,523011,WEIZMANIND,WEIZMANN,0.0,,0.0,0.05,1,EQ,BSE,BSE
1573,133892868,523019,BNRSEC,B.N.RATHI SECURITIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1574,133893380,523021,RISHITECH,RISHI TECHTEX,0.0,,0.0,0.01,1,EQ,BSE,BSE
1575,133893892,523023,SINCLAIR,SINCLAIRS HOTELS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1576,133894404,523025,SAFARI,SAFARI INDUSTRIES (INDIA),0.0,,0.0,0.05,1,EQ,BSE,BSE
1577,133895940,523031,ADSDIAG,ADS DIAGNOSTIC,0.0,,0.0,0.01,100,EQ,BSE,BSE
1578,133901828,523054,ZBINTXPP,BINAYAK TEX PROCESSORS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1579,133903876,523062,JJFINCOR,J.J.FINANCE CORPORATION,0.0,,0.0,0.01,1,EQ,BSE,BSE
1580,133913604,523100,COSMOFE,COSMO FERRITES,0.0,,0.0,0.05,1,EQ,BSE,BSE
1581,133914884,523105,CROPSTER,CROPSTER AGRO,0.0,,0.0,0.01,1,EQ,BSE,BSE
1582,133916932,523113,FUTURSEC,FUTURISTIC SECURITIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
1583,133917700,523116,SANCTRN,SANCO TRANS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1584,133918724,523120,ADORMUL,ADOR MULTIPRODUCTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1585,133920516,523127,EIHAHOTELS,EIH ASSOCIATED HOTELS - OBEROI HOTELS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1586,133924868,523144,MEDICAPQ,MEDI-CAPS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1587,133926660,523151,OTCO,OTCO INTERNATIONAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
